device,country,topic,level1,level2,raw_messages,raw_users,raw_conversations,date
desktop,840,Student Merchandise,Technology,Blockchain and Cryptocurrency,1,1,1,2025-12-01
desktop,840,Group Home Consulting,Financial Services,Retirement Planning,5,4,4,2025-12-01
desktop,840,Fare Collection,Technology,Marketing and AdTech,4,2,2,2025-12-01
desktop,840,Human Resources Assistant Training,Technology,Government Technology,4,4,4,2025-12-01
desktop,840,Rejuran,Technology,Scientific Research Tech,4,3,3,2025-12-01
desktop,840,Architectural Cable Systems,Technology,Aerospace and Defense,3,2,2,2025-12-01
desktop,840,Gang Crime Defense Law,Technology,Social Platforms,1,1,1,2025-12-01
desktop,840,Hot Lather Shaves,Technology,Digital Media and Content,3,1,1,2025-12-01
desktop,840,Personal Travel Blog,Financial Services,Consumer Financial Literacy,2,2,2,2025-12-01
desktop,840,Geothermal Project Management,Technology,Energy and Environmental Tech,9,4,5,2025-12-01
desktop,840,Vanity Units,Financial Services,Insurance Solutions,1,1,1,2025-12-01
desktop,840,Export News,Technology,AgriTech and FoodTech,2,2,2,2025-12-01
desktop,840,WordPress Development Blog,Technology,Blockchain and Cryptocurrency,3,2,3,2025-12-01
desktop,840,Classroom Training,Technology,Event Management Technology,2,1,1,2025-12-01
desktop,840,Luxury Property Brokerage,Technology,Blockchain and Cryptocurrency,3,3,3,2025-12-01
desktop,840,Market Heatmaps,Technology,Travel and Hospitality Technology,8,8,8,2025-12-01
desktop,840,Live Draw Betting,Technology,Search and Information Discovery,1,1,1,2025-12-01
desktop,840,IT Software Distribution,Technology,Government Technology,2,2,2,2025-12-01
desktop,840,PDF to HTML5 Conversion,Financial Services,Financial Technology Innovation,8,7,7,2025-12-01
desktop,840,Wholesale Collectibles,Technology,Travel and Hospitality Technology,2,2,2,2025-12-01
desktop,840,Whitening Serums,Technology,Scientific Research Tech,16,15,15,2025-12-01
desktop,840,Air & Noise Monitoring,Financial Services,Regulatory Compliance Bodies,10,7,7,2025-12-01
desktop,840,Custom Oil Paintings from Photos,Technology,Sports and Fitness Technology,11,8,9,2025-12-01
desktop,840,Structural BIM,Technology,PropTech and Construction,18,6,8,2025-12-01
desktop,840,Corporate Accounting,Technology,General Technology and Services,2,2,2,2025-12-01
desktop,840,Player Profile Management,Technology,General Technology and Services,1,1,1,2025-12-01
desktop,840,FMCG Retail,Financial Services,Regulatory Compliance Bodies,1,1,1,2025-12-01
desktop,840,Narcotics,Technology,Cybersecurity and Identity,3,2,2,2025-12-01
desktop,840,Locksmith Services,Financial Services,Insurance Solutions,4,4,4,2025-12-01
desktop,840,Competitions & Offers,Financial Services,Retail and Commercial Banking,9,9,9,2025-12-01
desktop,840,Semiconductor Design Training,Aerospace & Defense,Aviation Maintenance & Services,2,2,2,2025-12-01
desktop,840,Epoxy Topcoats,Technology,Marketing and AdTech,3,2,2,2025-12-01
desktop,840,Air Quality Monitoring Services,Aerospace & Defense,Aviation Maintenance & Services,2,2,2,2025-12-01
desktop,840,Urban Economic Development,Financial Services,Regulatory Compliance Bodies,4,3,3,2025-12-01
desktop,840,Dungeon Crawlers,Financial Services,Real Estate Financing,1,1,1,2025-12-01
desktop,840,Peripheral Nerve Compression Treatment,Aerospace & Defense,Aerospace Parts & Systems,4,4,4,2025-12-01
desktop,840,AI-powered Sales Platform,Aerospace & Defense,Defense Systems,6,5,5,2025-12-01
desktop,840,Catalog Aggregator,Technology,Educational Technology,5,4,4,2025-12-01
desktop,840,ADAS Camera Calibration,Technology,Artificial Intelligence,3,3,3,2025-12-01
desktop,840,Sustainable Aviation Fuel Advocacy,Technology,Financial Technology,1,1,1,2025-12-01
desktop,840,Visual Learning,Technology,Sports and Fitness Technology,3,3,3,2025-12-01
desktop,840,Creative Process Podcast,Financial Services,Retirement Planning,1,1,1,2025-12-01
desktop,840,Firearm Services,Financial Services,Financial Technology Innovation,2,2,2,2025-12-01
desktop,840,Oak Wood Furniture,Technology,Event Management Technology,1,1,1,2025-12-01
desktop,840,Live Streaming Tutorials,Aerospace & Defense,Defense Systems,2,2,2,2025-12-01
desktop,840,Electronic Boost Controllers,Aerospace & Defense,Aircraft Manufacturing,4,3,3,2025-12-01
desktop,840,Subtitle Synchronization Software,Technology,Industrial Manufacturing and Robotics,4,2,2,2025-12-01
desktop,840,Speaker Coaching,Financial Services,Investment and Wealth Advisory,11,11,11,2025-12-01
desktop,840,Textiles & Yarn,Technology,Digital Media and Content,1,1,1,2025-12-01
desktop,840,Custom Vehicle Portraits,Financial Services,Real Estate Financing,3,3,3,2025-12-01
desktop,840,Cloud-based Development Consulting,Aerospace & Defense,Aerospace Engineering,4,3,3,2025-12-01
desktop,840,Honeymoon Safaris,Financial Services,Lending and Credit Operations,1,1,1,2025-12-01
desktop,840,Heating Inserts,Technology,Event Management Technology,1,1,1,2025-12-01
desktop,840,Vehicle Calibration,Technology,Telecommunications and Networking,2,1,1,2025-12-01
desktop,840,Grid Analytics Software,Technology,Educational Technology,8,8,8,2025-12-01
desktop,840,Power Cables & Connectors,Technology,AgriTech and FoodTech,1,1,1,2025-12-01
desktop,840,Digital Academy,Financial Services,Accounting and Auditing,4,3,3,2025-12-01
desktop,840,Marketplace Automation Software,Aerospace & Defense,General Aerospace & Infrastructure,1,1,1,2025-12-01
desktop,840,Street Art Exhibitions,Technology,AgriTech and FoodTech,1,1,1,2025-12-01
desktop,840,Benefits Assistance,Financial Services,Accounting and Auditing,2,2,2,2025-12-01
desktop,840,Web-based Data Visualization,Financial Services,Payment Processing Systems,2,2,2,2025-12-01
desktop,840,Floral Themed Home Decor,Technology,PropTech and Construction,1,1,1,2025-12-01
desktop,840,Food & Wine Books,Financial Services,Investment and Wealth Advisory,1,1,1,2025-12-01
desktop,840,Wax Figures,Technology,Industrial Manufacturing and Robotics,4,4,4,2025-12-01
desktop,840,Community Building Services,Financial Services,General Financial Services & Support,1,1,1,2025-12-01
desktop,840,Bar Franchising,Technology,Marketing and AdTech,3,3,3,2025-12-01
desktop,840,Real Estate Portal Integration,Aerospace & Defense,Aircraft Manufacturing,4,4,4,2025-12-01
desktop,840,Pokémon Trading Card Game Products,Financial Services,Retail and Commercial Banking,10,4,5,2025-12-01
desktop,840,Building Caretaking Services,Financial Services,Debt Management Services,4,4,4,2025-12-01
desktop,840,Price Displays,Technology,Consumer Electronics and Personal Computing,8,7,7,2025-12-01
desktop,840,Vacation Rental Management Consulting,Financial Services,Retirement Planning,11,9,10,2025-12-01
desktop,840,Chamber Music Ensemble,Financial Services,Lending and Credit Operations,2,2,2,2025-12-01
desktop,840,Market Goods,Technology,Data Analytics,2,2,2,2025-12-01
desktop,840,Metal Displays,Technology,Marketing and AdTech,7,6,6,2025-12-01
desktop,840,Horn Utensils,Financial Services,Currency and Commodity Trading,3,3,3,2025-12-01
desktop,840,Access to Care Initiatives,Technology,Cloud Computing,3,3,3,2025-12-01
desktop,840,Regional Anesthesia Training,Financial Services,Lending and Credit Operations,1,1,1,2025-12-01
desktop,840,Bonded Warehouse Management Software,Technology,Energy and Environmental Tech,5,3,3,2025-12-01
desktop,840,Single Frequency Lasers,Technology,Sports and Fitness Technology,2,2,2,2025-12-01
desktop,840,IT Accessories Rental,Technology,Internet and Web Services,1,1,1,2025-12-01
desktop,840,Loan Valuation,Financial Services,Regulatory Compliance Bodies,5,5,5,2025-12-01
desktop,840,Coaching Opportunities,Aerospace & Defense,Aviation Maintenance & Services,4,4,4,2025-12-01
desktop,840,Technical Content Writing,Technology,Government Technology,1,1,1,2025-12-01
desktop,840,Graphic Design Services Directory,Technology,Aerospace and Defense,2,2,2,2025-12-01
desktop,840,EPC Solutions,Technology,Mobility and Logistics,2,2,2,2025-12-01
desktop,840,Proteins & Enzymes,Technology,Telecommunications and Networking,7,5,6,2025-12-01
desktop,840,Plastic Part Prototyping,Technology,AgriTech and FoodTech,2,1,2,2025-12-01
desktop,840,Work Injury Benefits Act (WIBA) Insurance,Financial Services,Debt Management Services,4,3,3,2025-12-01
desktop,840,Doodle Puppies,Financial Services,Regulatory Compliance Bodies,2,2,2,2025-12-01
desktop,840,Corporate Team Building Workshops,Financial Services,Financial Technology Innovation,4,2,2,2025-12-01
desktop,840,Plastic Pollution Advocacy,Technology,PropTech and Construction,1,1,1,2025-12-01
desktop,840,Standard Delivery,Technology,Internet and Web Services,1,1,1,2025-12-01
desktop,840,Bullet Traps,Technology,Industrial Manufacturing and Robotics,1,1,1,2025-12-01
desktop,840,SNI Certification,Aerospace & Defense,Space Technology,8,8,8,2025-12-01
desktop,840,Temple Tours,Technology,Event Management Technology,11,8,8,2025-12-01
desktop,840,Fundraising & Sponsorship,Technology,Scientific Research Tech,5,3,4,2025-12-01
desktop,840,WIBA Insurance,Aerospace & Defense,Aerospace Parts & Systems,2,2,2,2025-12-01
desktop,840,Business Cloud Services,Financial Services,Lending and Credit Operations,5,4,4,2025-12-01
desktop,840,3D Integration,Technology,Telecommunications and Networking,3,3,3,2025-12-01
desktop,840,Live Show Promotion,Technology,Sports and Fitness Technology,9,8,8,2025-12-01
desktop,840,Pet Boutique,Technology,Marketing and AdTech,7,7,7,2025-12-01
desktop,840,Driver Vehicle Inspection Report (DVIR) Software,Technology,Digital Media and Content,1,1,1,2025-12-01
desktop,840,Outsourcing Consulting,Technology,Telecommunications and Networking,3,3,3,2025-12-01
desktop,840,Mineral Exploration Advocacy,Technology,Mobility and Logistics,4,3,3,2025-12-01
desktop,840,IoT Analytics Platform,Technology,Consumer Electronics and Personal Computing,6,6,6,2025-12-01
desktop,840,HR Operations Software,Aerospace & Defense,Aerospace Parts & Systems,1,1,1,2025-12-01
desktop,840,Gaming Clips,Technology,Mobility and Logistics,1,1,1,2025-12-01
desktop,840,Milling Engraving,Technology,Event Management Technology,3,2,2,2025-12-01
desktop,840,Workplace Condition Assessment,Financial Services,Lending and Credit Operations,2,2,2,2025-12-01
desktop,840,Run-Flat Tires,Technology,Industrial Manufacturing and Robotics,3,1,1,2025-12-01
desktop,840,Maintenance & Inspection Software,Technology,Software Solutions,2,2,2,2025-12-01
desktop,840,Diadynamic Therapy,Technology,Travel and Hospitality Technology,1,1,1,2025-12-01
desktop,840,Video Intercom Systems Distribution,Technology,Educational Technology,1,1,1,2025-12-01
desktop,840,Steel Material Sales,Financial Services,Retail and Commercial Banking,1,1,1,2025-12-01
desktop,840,Cargo Sorting,Technology,Artificial Intelligence,2,1,1,2025-12-01
desktop,840,Tour Transportation,Technology,Gaming and Immersive Tech,1,1,1,2025-12-01
desktop,840,Real Estate Professional Liability Insurance,Technology,General Technology and Services,1,1,1,2025-12-01
desktop,840,Analog & Power Management ICs,Aerospace & Defense,General Aerospace & Infrastructure,1,1,1,2025-12-01
desktop,840,Honda Service,Financial Services,Insurance Solutions,5,3,3,2025-12-01
desktop,840,Flight Planning,Technology,Internet and Web Services,13,6,6,2025-12-01
desktop,840,Hybrid Work Management,Financial Services,Real Estate Financing,2,2,2,2025-12-01
desktop,840,Strap Clips,Technology,Design and 3D Technology,5,5,5,2025-12-01
desktop,840,Scuba Diving Training,Aerospace & Defense,Aerospace Engineering,2,2,2,2025-12-01
desktop,840,Wood Shingle Installation,Technology,Retail and E-commerce Tech,1,1,1,2025-12-01
desktop,840,Wildflower Meadow Design,Technology,IoT and Smart Infrastructure,9,8,8,2025-12-01
desktop,840,Engineering & Technology Conferences,Technology,General Technology and Services,2,2,2,2025-12-01
desktop,840,Gothic Homeware,Financial Services,Regulatory Compliance Bodies,1,1,1,2025-12-01
desktop,840,HVAC Ductwork Design,Financial Services,Accounting and Auditing,1,1,1,2025-12-01
desktop,840,Electronic Components & Accessories,Technology,Educational Technology,1,1,1,2025-12-01
desktop,840,Plants & Pottery,Financial Services,Currency and Commodity Trading,1,1,1,2025-12-01
desktop,840,Magnetic Lifters,Technology,Mobility and Logistics,2,2,2,2025-12-01
desktop,840,Design Software Reviews,Technology,Artificial Intelligence,1,1,1,2025-12-01
desktop,840,Vertical Tanks,Technology,Design and 3D Technology,2,2,2,2025-12-01
desktop,840,Commercial Music Scoring,Technology,Software Development,2,2,2,2025-12-01
desktop,840,Digital Photo Organizing,Technology,IoT and Smart Infrastructure,4,3,3,2025-12-01
desktop,840,Accounts Receivable/Payable Management,Financial Services,Retirement Planning,2,2,2,2025-12-01
desktop,840,Elderly & Disabled Support,Technology,Social Platforms,1,1,1,2025-12-01
desktop,840,Training Bats,Technology,IoT and Smart Infrastructure,1,1,1,2025-12-01
desktop,840,Aptitude Testing Software,Technology,Geospatial Technology,7,6,6,2025-12-01
desktop,840,Operations Management Services,Financial Services,Real Estate Financing,1,1,1,2025-12-01
desktop,840,Traction Boards,Aerospace & Defense,Space Technology,2,2,2,2025-12-01
desktop,840,String Trio Sheet Music,Financial Services,Accounting and Auditing,2,2,2,2025-12-01
desktop,840,Insurance Intermediary Training,Financial Services,Currency and Commodity Trading,1,1,1,2025-12-01
desktop,840,American Mortgages,Financial Services,Payment Processing Systems,3,3,3,2025-12-01
desktop,840,Laurel,Technology,Aerospace and Defense,2,2,2,2025-12-01
desktop,840,Magic Video Tutorials,Technology,Gaming and Immersive Tech,1,1,1,2025-12-01
desktop,840,Patient Aids,Technology,Telecommunications and Networking,1,1,1,2025-12-01
desktop,840,Building Site Preparation,Financial Services,General Financial Services & Support,1,1,1,2025-12-01
desktop,840,Inbound Tourism Consulting,Technology,Software Solutions,1,1,1,2025-12-01
desktop,840,IT Infrastructure Modernization,Financial Services,Lending and Credit Operations,12,12,12,2025-12-01
desktop,840,Substitute Staffing,Financial Services,Payment Processing Systems,2,2,2,2025-12-01
desktop,840,Holiday Home Investment,Financial Services,Retail and Commercial Banking,4,3,3,2025-12-01
desktop,840,Corporate Social Responsibility Promotion,Financial Services,Debt Management Services,4,4,4,2025-12-01
desktop,840,ETL Tools,Aerospace & Defense,Aerospace Engineering,1,1,1,2025-12-01
desktop,840,Oils & Sprays,Technology,Hardware and Electronics,2,2,2,2025-12-01
desktop,840,Hybrid Event Production Services,Technology,Retail and E-commerce Tech,3,3,3,2025-12-01
desktop,840,Fashion Shows Coverage,Technology,Sports and Fitness Technology,4,4,4,2025-12-01
desktop,840,Roscos,Aerospace & Defense,Space Technology,3,3,3,2025-12-01
desktop,840,Contractor Services,Aerospace & Defense,Aerospace Parts & Systems,2,2,2,2025-12-01
desktop,840,Offline Educational Content,Technology,Social Platforms,2,2,2,2025-12-01
desktop,840,Video Game DLC,Technology,Cybersecurity and Identity,1,1,1,2025-12-01
desktop,840,Live Adult Chat,Financial Services,Retail and Commercial Banking,2,2,2,2025-12-01
desktop,840,Impact Training,Technology,Industrial Manufacturing and Robotics,2,2,2,2025-12-01
desktop,840,Property Booking Services,Technology,Cybersecurity and Identity,2,2,2,2025-12-01
desktop,840,Luxury Photography Services,Technology,Social Platforms,4,4,4,2025-12-01
desktop,840,Retail Products,Technology,Gaming and Immersive Tech,1,1,1,2025-12-01
desktop,840,LiDAR Training,Financial Services,Regulatory Compliance Bodies,2,2,2,2025-12-01
desktop,840,Orthodox Christian Education,Technology,Educational Technology,2,2,2,2025-12-01
desktop,840,Paraben-Free Hair Products,Financial Services,Consumer Financial Literacy,3,3,3,2025-12-01
desktop,840,School Fit-outs,Technology,Digital Media and Content,1,1,1,2025-12-01
desktop,840,Ad Targeting,Technology,IoT and Smart Infrastructure,7,7,7,2025-12-01
desktop,840,Sleep Science Articles,Technology,Scientific Research Tech,1,1,1,2025-12-01
desktop,840,Headphone Amplifiers Distribution,Technology,Internet and Web Services,1,1,1,2025-12-01
desktop,840,Product Handling Solutions,Technology,Aerospace and Defense,1,1,1,2025-12-01
desktop,840,Construction Execution Services,Aerospace & Defense,General Aerospace & Infrastructure,9,8,8,2025-12-01
desktop,840,Employee Scheduling,Technology,Design and 3D Technology,3,3,3,2025-12-01
desktop,840,Mergers and Acquisitions (M&A) Legal Services,Technology,Travel and Hospitality Technology,8,8,8,2025-12-01
desktop,840,Induced Pluripotent Stem Cell (iPSC) Research,Technology,Travel and Hospitality Technology,1,1,1,2025-12-01
desktop,840,Chemical Analysis,Aerospace & Defense,Aerospace Engineering,3,3,3,2025-12-01
desktop,840,Vintage & Antique Home Decor,Financial Services,Retirement Planning,3,2,2,2025-12-01
desktop,840,Mood Disorder Treatment,Technology,Internet and Web Services,1,1,1,2025-12-01
desktop,840,Fermented Papaya Supplements,Technology,Social Platforms,5,3,3,2025-12-01
desktop,840,Motorcycle & Scooter Covers,Financial Services,Lending and Credit Operations,2,2,2,2025-12-01
desktop,840,Children's Ministry Programs,Technology,Event Management Technology,8,5,6,2025-12-01
desktop,840,Business Wi-Fi Solutions,Financial Services,Investment Banking and Capital Markets,2,1,1,2025-12-01
desktop,840,Electrical Equipment Cleaning,Technology,Hardware and Electronics,2,2,2,2025-12-01
desktop,840,Console Accessories,Technology,Gaming and Immersive Tech,9,8,8,2025-12-01
desktop,840,Part Truckload (PTL) Services,Financial Services,Financial Data Analytics,1,1,1,2025-12-01
desktop,840,Hazardous Area Training,Aerospace & Defense,Aircraft Manufacturing,2,2,2,2025-12-01
desktop,840,Workplace Harassment Law,Financial Services,Consumer Financial Literacy,1,1,1,2025-12-01
desktop,840,MMA Betting,Technology,Marketing and AdTech,9,6,6,2025-12-01
desktop,840,Challenges,Aerospace & Defense,Defense Systems,2,2,2,2025-12-01
desktop,840,UV Marble Sheets,Technology,Marketing and AdTech,2,1,1,2025-12-01
desktop,840,Prosperity Spells,Technology,Search and Information Discovery,2,2,2,2025-12-01
desktop,840,Tire Changing Equipment,Technology,Sports and Fitness Technology,1,1,1,2025-12-01
desktop,840,Executive Networking & Development,Aerospace & Defense,Aerospace Parts & Systems,5,5,5,2025-12-01
desktop,840,Sales and Marketing Alignment,Technology,Artificial Intelligence,4,4,4,2025-12-01
desktop,840,Medical Tops,Technology,Sports and Fitness Technology,1,1,1,2025-12-01
desktop,840,Collectible Card Singles,Technology,Financial Technology,1,1,1,2025-12-01
desktop,840,In-depth Analysis,Technology,Educational Technology,1,1,1,2025-12-01
desktop,840,UK Immigration Services,Financial Services,Lending and Credit Operations,2,2,2,2025-12-01
desktop,840,Pilot Ladders,Aerospace & Defense,Defense Systems,8,7,8,2025-12-01
desktop,840,Teddies & Bodysuits,Technology,Hardware and Electronics,8,6,6,2025-12-01
desktop,840,Live Broadcast Drone Services,Technology,AgriTech and FoodTech,7,6,6,2025-12-01
desktop,840,Medical Cannabis Distribution,Financial Services,Regulatory Compliance Bodies,9,4,4,2025-12-01
desktop,840,Organic Candies,Financial Services,Currency and Commodity Trading,2,2,2,2025-12-01
desktop,840,Modular Furniture Installation,Aerospace & Defense,General Aerospace & Infrastructure,2,2,2,2025-12-01
desktop,840,Automated Optical Inspection (AOI) Systems,Aerospace & Defense,Space Technology,3,3,3,2025-12-01
desktop,840,Public Sector Procurement Frameworks,Financial Services,Real Estate Financing,1,1,1,2025-12-01
desktop,840,Flamethrowers,Financial Services,Insurance Solutions,1,1,1,2025-12-01
desktop,840,Hollow Rods,Aerospace & Defense,Aerospace Engineering,4,3,3,2025-12-01
desktop,840,Hedge Funds,Technology,Travel and Hospitality Technology,3,2,2,2025-12-01
desktop,840,Women's Sports Underwear,Financial Services,Retail and Commercial Banking,6,5,5,2025-12-01
desktop,840,Art Galleries (Online),Technology,Search and Information Discovery,2,2,2,2025-12-01
desktop,840,Piping Installation,Financial Services,General Financial Services & Support,5,3,4,2025-12-01
desktop,840,Simulation Hardware,Aerospace & Defense,General Aerospace & Infrastructure,7,3,3,2025-12-01
desktop,840,Custom Lithium Batteries,Financial Services,General Financial Services & Support,6,6,6,2025-12-01
desktop,840,Fitness Tracking Software,Technology,AgriTech and FoodTech,4,3,3,2025-12-01
desktop,840,Non-Surgical Body Contouring,Technology,Consumer Electronics and Personal Computing,2,2,2,2025-12-01
desktop,840,Resort Booking Platform,Financial Services,Financial Technology Innovation,3,2,2,2025-12-01
desktop,840,Healthcare Research Collaboration,Technology,Design and 3D Technology,5,5,5,2025-12-01
desktop,840,H5 Creation Tools,Technology,Sports and Fitness Technology,2,2,2,2025-12-01
desktop,840,Plant-Based Diet Advocacy,Financial Services,Retirement Planning,1,1,1,2025-12-01
desktop,840,Aviation Management Training,Financial Services,Accounting and Auditing,4,2,2,2025-12-01
desktop,840,Policy Research & Advocacy,Financial Services,Insurance Solutions,1,1,1,2025-12-01
desktop,840,Environmental Technical Assistance,Technology,Geospatial Technology,3,3,3,2025-12-01
desktop,840,Bodyguard Services,Technology,Gaming and Immersive Tech,5,5,5,2025-12-01
desktop,840,Lottery Simulators,Financial Services,Financial Technology Innovation,2,2,2,2025-12-01
desktop,840,Super Fast Diodes,Technology,IoT and Smart Infrastructure,1,1,1,2025-12-01
desktop,840,Fruit & Vegetable Displays,Technology,Marketing and AdTech,3,3,3,2025-12-01
desktop,840,Avionics Modifications,Technology,Travel and Hospitality Technology,5,4,4,2025-12-01
desktop,840,Microlearning Video Production,Financial Services,Retail and Commercial Banking,2,2,2,2025-12-01
desktop,840,Archive Converter,Technology,Design and 3D Technology,8,7,7,2025-12-01
desktop,840,Prank Videos,Technology,Gaming and Immersive Tech,1,1,1,2025-12-01
desktop,840,Obstructive Sleep Apnea Treatment Devices,Technology,Healthcare Technology,3,3,3,2025-12-01
desktop,840,Construction Project Assistance,Aerospace & Defense,Aerospace Engineering,1,1,1,2025-12-01
desktop,840,Park Lighting,Technology,Design and 3D Technology,1,1,1,2025-12-01
desktop,840,Quadricycle Sales,Financial Services,Currency and Commodity Trading,1,1,1,2025-12-01
desktop,840,AI-powered Customer Service,Technology,Industrial Manufacturing and Robotics,8,7,8,2025-12-01
desktop,840,Digital Craft Kits,Technology,Educational Technology,4,3,3,2025-12-01
desktop,840,Traffic Safety Campaigns,Technology,Event Management Technology,1,1,1,2025-12-01
desktop,840,RC Car Suspension Parts,Technology,Industrial Manufacturing and Robotics,2,2,2,2025-12-01
desktop,840,Museum Exhibit Installation,Technology,Mobility and Logistics,1,1,1,2025-12-01
desktop,840,Equine Supplements,Technology,Design and 3D Technology,1,1,1,2025-12-01
desktop,840,Online Chat Platform,Technology,Cloud Computing,2,2,2,2025-12-01
desktop,840,HR Management Certification,Technology,Travel and Hospitality Technology,2,2,2,2025-12-01
desktop,840,Rehabilitation & Restoration,Technology,Healthcare Technology,1,1,1,2025-12-01
desktop,840,Shelter & Non-Food Item Distribution,Technology,Social Platforms,1,1,1,2025-12-01
desktop,840,Pochetes,Aerospace & Defense,Aerospace Parts & Systems,4,4,4,2025-12-01
desktop,840,CV Sourcing,Technology,Educational Technology,3,3,3,2025-12-01
desktop,840,Pet Nutrition Plans,Technology,Digital Media and Content,8,3,3,2025-12-01
desktop,840,Secure Routers,Aerospace & Defense,General Aerospace & Infrastructure,5,5,5,2025-12-01
desktop,840,Automotive Parts Logistics,Technology,Healthcare Technology,4,4,4,2025-12-01
desktop,840,Music Visualization Software,Aerospace & Defense,Unmanned Systems,5,5,5,2025-12-01
desktop,840,Film Analysis Workshops,Technology,Digital Media and Content,9,6,7,2025-12-01
desktop,840,Cell and Gene Therapy Support Services,Technology,Geospatial Technology,6,3,3,2025-12-01
desktop,840,Custom Badges & Pins,Financial Services,Retail and Commercial Banking,3,3,3,2025-12-01
desktop,840,Analytical Chemicals,Technology,Healthcare Technology,2,2,2,2025-12-01
desktop,840,Financial Services (in-store),Technology,Cybersecurity and Identity,3,3,3,2025-12-01
desktop,840,Derivatives Trading Recommendations,Aerospace & Defense,Unmanned Systems,3,2,2,2025-12-01
desktop,840,Technical Analysis Education,Technology,Travel and Hospitality Technology,5,4,4,2025-12-01
desktop,840,Commercial Model Management,Financial Services,Lending and Credit Operations,4,4,4,2025-12-01
desktop,840,CEO Training,Technology,Sports and Fitness Technology,1,1,1,2025-12-01
desktop,840,Culturally Responsive Mental Health Training,Technology,Software Development,4,3,4,2025-12-01
desktop,840,Reindeer Experiences,Technology,Design and 3D Technology,3,3,3,2025-12-01
desktop,840,Chess Tournaments,Financial Services,Payment Processing Systems,1,1,1,2025-12-01
desktop,840,Live Monitoring Services,Technology,Software Development,1,1,1,2025-12-01
desktop,840,Market Data & Indices,Technology,Healthcare Technology,3,3,3,2025-12-01
desktop,840,Academic Testing,Financial Services,Debt Management Services,1,1,1,2025-12-01
desktop,840,Artisan Coffee,Technology,Marketing and AdTech,25,15,15,2025-12-01
desktop,840,Mesothelioma Support,Financial Services,General Financial Services & Support,2,2,2,2025-12-01
desktop,840,Molecular Glues,Technology,Digital Media and Content,1,1,1,2025-12-01
desktop,840,World Time Watches,Financial Services,Financial Technology Innovation,2,2,2,2025-12-01
desktop,840,Radio & Podcast Training,Technology,IT Services and Support,3,2,2,2025-12-01
desktop,840,Watch Store,Technology,Consumer Electronics and Personal Computing,2,2,2,2025-12-01
desktop,840,IT Investment Planning,Technology,Healthcare Technology,1,1,1,2025-12-01
desktop,840,Thermoplastic Line Marking,Aerospace & Defense,Aerospace Engineering,1,1,1,2025-12-01
desktop,840,Rotary Dampers,Technology,Gaming and Immersive Tech,1,1,1,2025-12-01
desktop,840,Gel Eyeliner,Technology,Industrial Manufacturing and Robotics,1,1,1,2025-12-01
desktop,840,Cognition Research,Aerospace & Defense,Unmanned Systems,4,4,4,2025-12-01
desktop,840,Coping,Technology,Consumer Electronics and Personal Computing,1,1,1,2025-12-01
desktop,840,Equity Management Software,Technology,Software Development,3,3,3,2025-12-01
desktop,840,Fencing & Railings,Technology,IoT and Smart Infrastructure,8,5,5,2025-12-01
desktop,840,SMS Learning,Technology,IoT and Smart Infrastructure,5,2,2,2025-12-01
desktop,840,Patisserie Design,Financial Services,Retail and Commercial Banking,3,3,3,2025-12-01
desktop,840,Amusement Facility Construction,Technology,Blockchain and Cryptocurrency,1,1,1,2025-12-01
desktop,840,Subject-Specific Learning,Aerospace & Defense,Defense Systems,1,1,1,2025-12-01
desktop,840,Hemp Cultivation Consulting,Technology,Blockchain and Cryptocurrency,2,2,2,2025-12-01
desktop,840,Business Location Services,Technology,Design and 3D Technology,1,1,1,2025-12-01
desktop,840,Felt Wheels,Technology,Internet and Web Services,3,3,3,2025-12-01
desktop,840,Labor Contracts,Financial Services,Financial Technology Innovation,2,2,2,2025-12-01
desktop,840,Natural Fertility Support,Technology,Scientific Research Tech,3,3,3,2025-12-01
desktop,840,Tombstone Design,Technology,Hardware and Electronics,2,2,2,2025-12-01
desktop,840,Design Research,Technology,Internet and Web Services,5,1,1,2025-12-01
desktop,840,Ambient Goods Distribution,Technology,Healthcare Technology,1,1,1,2025-12-01
desktop,840,DTP Software,Technology,Digital Media and Content,4,2,2,2025-12-01
desktop,840,3D Signage Manufacturing,Technology,Energy and Environmental Tech,2,2,2,2025-12-01
desktop,840,Idle Games,Financial Services,Lending and Credit Operations,4,4,4,2025-12-01
desktop,840,Medical Devices Quality Management Consulting (ISO 13485),Technology,Mobility and Logistics,1,1,1,2025-12-01
desktop,840,Baseball Betting Guides,Financial Services,Regulatory Compliance Bodies,2,1,1,2025-12-01
desktop,840,Mastic Sealant Application,Technology,Event Management Technology,2,2,2,2025-12-01
desktop,840,Paint & Body Work,Technology,Event Management Technology,3,3,3,2025-12-01
desktop,840,Synthetic Golf Greens,Aerospace & Defense,Aviation Maintenance & Services,1,1,1,2025-12-01
desktop,840,Patent Portfolio Analysis,Technology,Hardware and Electronics,1,1,1,2025-12-01
desktop,840,Renewable Energy Systems,Technology,IoT and Smart Infrastructure,6,5,5,2025-12-01
desktop,840,Gift Guide,Aerospace & Defense,Space Technology,3,3,3,2025-12-01
desktop,840,Multilingual Information Services,Technology,Travel and Hospitality Technology,3,1,1,2025-12-01
desktop,840,LiPo Batteries,Financial Services,Consumer Financial Literacy,3,3,3,2025-12-01
desktop,840,RV Park & Camping,Technology,Event Management Technology,1,1,1,2025-12-01
